time,close,Volume,MA,MA,MA,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,Histogram,MACD,Signal,ROC,OSC,Plot,P/S ratio,P/S ratio
2000-08-28,6.48,,5.3573,5.6,,70.84170229889705,68.43656222284135,,,,,0.0012171442704883573,0.2645830407679295,0.26336589649744113,5.8823529411764754,,,,
2000-09-04,6.32,,5.3573,5.635249999999999,,62.667327349235855,67.43431836063654,,,,,-0.010249416307453962,0.25055412611312367,0.2608035424205776,2.100161550888528,,,,
2000-09-11,6.3,,5.352500000000001,5.670749999999999,,61.70879379628782,66.70545025279338,,,,,-0.020553192383910124,0.23511205194068996,0.2556652443246001,5.175292153589309,,,,
2000-09-18,6.5,,5.3538000000000014,5.715249999999999,,67.12415847728009,66.26374805184611,,,,,-0.015501285770790907,0.23628863711111148,0.2517899228819024,5.348460291734199,,,,
2000-09-25,6.77,,5.356300000000001,5.767999999999999,,72.73097905243554,66.91668920915689,,,,,0.003413003003700954,0.2560561766365286,0.2526431736328276,9.193548387096765,,,,
2000-10-02,6.87,,5.365500000000001,5.8207499999999985,,74.46777711618839,67.39757310766123,,,,,0.019167664312804422,0.27660275402383316,0.25743508971102874,13.366336633663376,,,,
2000-10-09,7.31,,5.381300000000001,5.881999999999999,,80.38696310075272,68.2551019172893,,,,,0.05377036567340754,0.32464804680278814,0.2708776811293806,19.639934533551543,,,,
2000-10-16,7.59,,5.402700000000001,5.952499999999999,,83.0758378614024,69.75134193303938,,,,,0.08803934285667864,0.3809268597002289,0.29288751684355024,23.414634146341452,,,,
2000-10-23,7.62,,5.4255,6.024749999999998,4.37095,83.33938879900742,71.17449876251273,,,,,0.1041476363548478,0.42307206228711003,0.3189244259322622,19.435736677115994,72.53013169528597,,,
2000-10-30,7.75,,5.4477,6.098499999999999,4.39425,84.46811434369675,72.60396200211774,,,,,0.11417313463884937,0.46164084423082397,0.3474677095919746,22.432859399684045,75.55432115909828,,,
2000-11-06,7.85,,5.470600000000001,6.172999999999998,4.4177,85.2934841017506,73.71222195140669,,,,,0.11768574795631742,0.49457489453737136,0.37688914658105394,22.65624999999999,76.68454614516912,,,
2000-11-13,7.99,,5.494200000000001,6.252499999999999,4.44245,86.38435953476096,75.06720242793521,,,,,0.11921655108562584,0.5259098354380862,0.4066932843524604,24.454828660436142,78.90254790192984,,,
2000-11-20,8.36,,5.523900000000001,6.338999999999998,4.469549999999997,88.75778511394846,76.47863895601867,,,,,0.13383129079657868,0.5739823978481837,0.44015110705160504,29.012345679012327,81.95059227819438,,,
2000-11-27,8.98,,5.5571,6.436749999999998,4.499249999999998,91.44796660610847,78.04961696798227,,,,,0.1715300470449762,0.6545636658578253,0.4830336188128491,42.088607594936704,86.69501204301557,,,
